'Time';'ECG1';'ECG2'
'[09:05:31.292]';0.06;-0.1
'[09:05:31.296]';0.06;-0.1
'[09:05:31.300]';0.08;-0.105
'[09:05:31.304]';0.075;-0.105
'[09:05:31.308]';0.07;-0.125
'[09:05:31.312]';0.08;-0.1
'[09:05:31.316]';0.08;-0.09
'[09:05:31.320]';0.07;-0.1
'[09:05:31.324]';0.065;-0.105
'[09:05:31.328]';0.05;-0.105
'[09:05:31.332]';0.075;-0.11
'[09:05:31.336]';0.07;-0.105
'[09:05:31.340]';0.07;-0.105
'[09:05:31.344]';0.075;-0.105
'[09:05:31.348]';0.075;-0.1
'[09:05:31.352]';0.08;-0.105
'[09:05:31.356]';0.06;-0.09
'[09:05:31.360]';0.07;-0.095
'[09:05:31.364]';0.07;-0.085
'[09:05:31.368]';0.065;-0.085
'[09:05:31.372]';0.06;-0.08
'[09:05:31.376]';0.075;-0.095
'[09:05:31.380]';0.055;-0.1
'[09:05:31.384]';0.045;-0.08
'[09:05:31.388]';0.05;-0.095
'[09:05:31.392]';0.055;-0.08
'[09:05:31.396]';0.05;-0.09
'[09:05:31.400]';0.035;-0.095
'[09:05:31.404]';0.04;-0.09
'[09:05:31.408]';0.035;-0.1
'[09:05:31.412]';0.03;-0.105
'[09:05:31.416]';0.035;-0.115
'[09:05:31.420]';0.035;-0.115
'[09:05:31.424]';0.045;-0.12
'[09:05:31.428]';0.065;-0.115
'[09:05:31.432]';0.05;-0.12
'[09:05:31.436]';0.035;-0.125
'[09:05:31.440]';0.025;-0.125
'[09:05:31.444]';0.02;-0.125
'[09:05:31.448]';0.03;-0.115
'[09:05:31.452]';0.02;-0.105
'[09:05:31.456]';0.04;-0.105
'[09:05:31.460]';0.02;-0.115
'[09:05:31.464]';0.03;-0.11
'[09:05:31.468]';0.045;-0.11
'[09:05:31.472]';0.03;-0.115
'[09:05:31.476]';0.045;-0.11
'[09:05:31.480]';0.03;-0.125
'[09:05:31.484]';0.03;-0.115
'[09:05:31.488]';0.05;-0.115
'[09:05:31.492]';0.05;-0.11
'[09:05:31.496]';0.04;-0.11
'[09:05:31.500]';0.035;-0.1
'[09:05:31.504]';0.03;-0.105
'[09:05:31.508]';0.04;-0.1
'[09:05:31.512]';0.04;-0.085
'[09:05:31.516]';0.05;-0.095
'[09:05:31.520]';0.055;-0.09
'[09:05:31.524]';0.055;-0.08
'[09:05:31.528]';0.045;-0.095
'[09:05:31.532]';0.045;-0.105
'[09:05:31.536]';0.045;-0.1
'[09:05:31.540]';0.045;-0.09
'[09:05:31.544]';0.035;-0.095
'[09:05:31.548]';0.045;-0.11
'[09:05:31.552]';0.05;-0.1
'[09:05:31.556]';0.065;-0.095
'[09:05:31.560]';0.05;-0.09
'[09:05:31.564]';0.025;-0.07
'[09:05:31.568]';0.045;-0.045
'[09:05:31.572]';0.055;-0.01
'[09:05:31.576]';0.04;-0.02
'[09:05:31.580]';0.035;-0.045
'[09:05:31.584]';0.05;-0.075
'[09:05:31.588]';0.105;-0.075
'[09:05:31.592]';0.1;-0.06
'[09:05:31.596]';0.075;-0.04
'[09:05:31.600]';0.025;-0.02
'[09:05:31.604]';-0.095;0
'[09:05:31.608]';-0.28;0.01
'[09:05:31.612]';-0.385;0.045
'[09:05:31.616]';-0.4;0.05
'[09:05:31.620]';-0.35;0.035
'[09:05:31.624]';-0.26;0.015
'[09:05:31.628]';-0.16;-0.03
'[09:05:31.632]';-0.125;-0.055
'[09:05:31.636]';-0.095;-0.075
'[09:05:31.640]';-0.07;-0.085
'[09:05:31.644]';-0.025;-0.115
'[09:05:31.648]';-0.005;-0.105
'[09:05:31.652]';0.035;-0.095
'[09:05:31.656]';0.045;-0.08
'[09:05:31.660]';0.055;-0.08
'[09:05:31.664]';0.075;-0.095
'[09:05:31.668]';0.1;-0.085
'[09:05:31.672]';0.105;-0.11
'[09:05:31.676]';0.1;-0.12
'[09:05:31.680]';0.105;-0.135
'[09:05:31.684]';0.085;-0.15
'[09:05:31.688]';0.055;-0.155
'[09:05:31.692]';0.065;-0.15
'[09:05:31.696]';0.09;-0.16
'[09:05:31.700]';0.09;-0.165
'[09:05:31.704]';0.09;-0.16
'[09:05:31.708]';0.105;-0.15
'[09:05:31.712]';0.1;-0.16
'[09:05:31.716]';0.1;-0.165
'[09:05:31.720]';0.105;-0.155
'[09:05:31.724]';0.12;-0.16
'[09:05:31.728]';0.105;-0.17
'[09:05:31.732]';0.12;-0.17
'[09:05:31.736]';0.11;-0.16
'[09:05:31.740]';0.11;-0.16
'[09:05:31.744]';0.075;-0.16
'[09:05:31.748]';0.07;-0.165
'[09:05:31.752]';0.09;-0.17
'[09:05:31.756]';0.075;-0.17
'[09:05:31.760]';0.085;-0.17
'[09:05:31.764]';0.09;-0.17
'[09:05:31.768]';0.1;-0.18
'[09:05:31.772]';0.085;-0.185
'[09:05:31.776]';0.07;-0.175
'[09:05:31.780]';0.09;-0.17
'[09:05:31.784]';0.11;-0.185
'[09:05:31.788]';0.11;-0.175
'[09:05:31.792]';0.105;-0.18
'[09:05:31.796]';0.115;-0.175
'[09:05:31.800]';0.105;-0.185
'[09:05:31.804]';0.105;-0.185
'[09:05:31.808]';0.11;-0.19
'[09:05:31.812]';0.11;-0.18
'[09:05:31.816]';0.075;-0.175
'[09:05:31.820]';0.085;-0.18
'[09:05:31.824]';0.075;-0.195
'[09:05:31.828]';0.075;-0.19
'[09:05:31.832]';0.095;-0.185
'[09:05:31.836]';0.105;-0.19
'[09:05:31.840]';0.085;-0.2
'[09:05:31.844]';0.09;-0.19
'[09:05:31.848]';0.1;-0.2
'[09:05:31.852]';0.1;-0.185
'[09:05:31.856]';0.085;-0.195
'[09:05:31.860]';0.085;-0.19
'[09:05:31.864]';0.07;-0.205
'[09:05:31.868]';0.06;-0.205
'[09:05:31.872]';0.065;-0.195
'[09:05:31.876]';0.055;-0.2
'[09:05:31.880]';0.07;-0.195
'[09:05:31.884]';0.08;-0.19
'[09:05:31.888]';0.085;-0.185
'[09:05:31.892]';0.07;-0.185
'[09:05:31.896]';0.065;-0.185
'[09:05:31.900]';0.095;-0.19
'[09:05:31.904]';0.08;-0.19
'[09:05:31.908]';0.075;-0.19
'[09:05:31.912]';0.065;-0.185
'[09:05:31.916]';0.075;-0.19
'[09:05:31.920]';0.085;-0.195
'[09:05:31.924]';0.085;-0.195
'[09:05:31.928]';0.1;-0.2
'[09:05:31.932]';0.095;-0.19
'[09:05:31.936]';0.1;-0.2
'[09:05:31.940]';0.105;-0.2
'[09:05:31.944]';0.105;-0.2
'[09:05:31.948]';0.08;-0.215
'[09:05:31.952]';0.09;-0.215
'[09:05:31.956]';0.09;-0.215
'[09:05:31.960]';0.1;-0.205
'[09:05:31.964]';0.09;-0.215
'[09:05:31.968]';0.085;-0.21
'[09:05:31.972]';0.085;-0.21
'[09:05:31.976]';0.08;-0.21
'[09:05:31.980]';0.09;-0.205
'[09:05:31.984]';0.095;-0.205
'[09:05:31.988]';0.11;-0.215
'[09:05:31.992]';0.125;-0.225
'[09:05:31.996]';0.1;-0.22
'[09:05:32.000]';0.085;-0.215
'[09:05:32.004]';0.06;-0.205
'[09:05:32.008]';0.075;-0.215
'[09:05:32.012]';0.065;-0.215
'[09:05:32.016]';0.08;-0.215
'[09:05:32.020]';0.09;-0.21
'[09:05:32.024]';0.075;-0.21
'[09:05:32.028]';0.07;-0.21
'[09:05:32.032]';0.055;-0.2
'[09:05:32.036]';0.06;-0.2
'[09:05:32.040]';0.065;-0.205
'[09:05:32.044]';0.075;-0.205
'[09:05:32.048]';0.075;-0.215
'[09:05:32.052]';0.095;-0.21
'[09:05:32.056]';0.1;-0.21
'[09:05:32.060]';0.1;-0.215
'[09:05:32.064]';0.075;-0.21
'[09:05:32.068]';0.07;-0.195
'[09:05:32.072]';0.085;-0.195
'[09:05:32.076]';0.07;-0.195
'[09:05:32.080]';0.065;-0.18
'[09:05:32.084]';0.075;-0.145
'[09:05:32.088]';0.075;-0.125
'[09:05:32.092]';0.085;-0.095
'[09:05:32.096]';0.065;-0.105
'[09:05:32.100]';0.045;-0.115
'[09:05:32.104]';0.055;-0.135
'[09:05:32.108]';0.1;-0.135
'[09:05:32.112]';0.13;-0.1
'[09:05:32.116]';0.125;-0.085
'[09:05:32.120]';0.09;-0.065
'[09:05:32.124]';-0.02;-0.045
'[09:05:32.128]';-0.175;-0.025
'[09:05:32.132]';-0.325;-0.01
'[09:05:32.136]';-0.36;0.01
'[09:05:32.140]';-0.33;-0.015
'[09:05:32.144]';-0.27;-0.045
'[09:05:32.148]';-0.2;-0.09
'[09:05:32.152]';-0.13;-0.115
'[09:05:32.156]';-0.1;-0.145
'[09:05:32.160]';-0.065;-0.17
'[09:05:32.164]';-0.025;-0.175
'[09:05:32.168]';-0.015;-0.2
'[09:05:32.172]';0.015;-0.17
'[09:05:32.176]';0.04;-0.165
'[09:05:32.180]';0.07;-0.18
'[09:05:32.184]';0.08;-0.2
'[09:05:32.188]';0.075;-0.195
'[09:05:32.192]';0.08;-0.22
'[09:05:32.196]';0.075;-0.235
'[09:05:32.200]';0.06;-0.245
'[09:05:32.204]';0.06;-0.25
'[09:05:32.208]';0.06;-0.25
'[09:05:32.212]';0.08;-0.27
'[09:05:32.216]';0.07;-0.275
'[09:05:32.220]';0.09;-0.26
'[09:05:32.224]';0.08;-0.25
'[09:05:32.228]';0.08;-0.24
'[09:05:32.232]';0.065;-0.235
'[09:05:32.236]';0.085;-0.235
'[09:05:32.240]';0.09;-0.24
'[09:05:32.244]';0.11;-0.235
'[09:05:32.248]';0.095;-0.225
'[09:05:32.252]';0.12;-0.22
'[09:05:32.256]';0.115;-0.22
'[09:05:32.260]';0.125;-0.23
'[09:05:32.264]';0.11;-0.23
'[09:05:32.268]';0.085;-0.22
'[09:05:32.272]';0.075;-0.215
'[09:05:32.276]';0.095;-0.22
'[09:05:32.280]';0.115;-0.21
'[09:05:32.284]';0.1;-0.22
'[09:05:32.288]';0.09;-0.23
'[09:05:32.292]';0.09;-0.24
'[09:05:32.296]';0.095;-0.23
'[09:05:32.300]';0.095;-0.225
'[09:05:32.304]';0.085;-0.225
'[09:05:32.308]';0.095;-0.22
'[09:05:32.312]';0.09;-0.22
'[09:05:32.316]';0.09;-0.225
'[09:05:32.320]';0.09;-0.23
'[09:05:32.324]';0.085;-0.23
'[09:05:32.328]';0.085;-0.235
'[09:05:32.332]';0.07;-0.225
'[09:05:32.336]';0.07;-0.225
'[09:05:32.340]';0.065;-0.225
'[09:05:32.344]';0.055;-0.225
'[09:05:32.348]';0.05;-0.23
'[09:05:32.352]';0.065;-0.235
'[09:05:32.356]';0.065;-0.225
'[09:05:32.360]';0.065;-0.225
'[09:05:32.364]';0.06;-0.21
'[09:05:32.368]';0.065;-0.21
'[09:05:32.372]';0.06;-0.195
'[09:05:32.376]';0.06;-0.19
'[09:05:32.380]';0.07;-0.185
'[09:05:32.384]';0.075;-0.18
'[09:05:32.388]';0.075;-0.165
'[09:05:32.392]';0.07;-0.185
'[09:05:32.396]';0.05;-0.185
'[09:05:32.400]';0.07;-0.185
'[09:05:32.404]';0.065;-0.19
'[09:05:32.408]';0.065;-0.185
'[09:05:32.412]';0.04;-0.195
'[09:05:32.416]';0.04;-0.17
'[09:05:32.420]';0.04;-0.185
'[09:05:32.424]';0.035;-0.175
'[09:05:32.428]';0.04;-0.18
'[09:05:32.432]';0.045;-0.18
'[09:05:32.436]';0.045;-0.185
'[09:05:32.440]';0.045;-0.2
'[09:05:32.444]';0.05;-0.185
'[09:05:32.448]';0.05;-0.185
'[09:05:32.452]';0.07;-0.185
'[09:05:32.456]';0.065;-0.195
'[09:05:32.460]';0.06;-0.195
'[09:05:32.464]';0.08;-0.205
'[09:05:32.468]';0.065;-0.22
'[09:05:32.472]';0.055;-0.215
'[09:05:32.476]';0.065;-0.22
'[09:05:32.480]';0.06;-0.225
'[09:05:32.484]';0.065;-0.22
'[09:05:32.488]';0.045;-0.215
'[09:05:32.492]';0.06;-0.21
'[09:05:32.496]';0.06;-0.21
'[09:05:32.500]';0.05;-0.195
'[09:05:32.504]';0.04;-0.2
'[09:05:32.508]';0.05;-0.19
'[09:05:32.512]';0.065;-0.19
'[09:05:32.516]';0.065;-0.175
'[09:05:32.520]';0.05;-0.17
'[09:05:32.524]';0.015;-0.17
'[09:05:32.528]';0.035;-0.175
'[09:05:32.532]';0.03;-0.195
'[09:05:32.536]';0.045;-0.19
'[09:05:32.540]';0.04;-0.19
'[09:05:32.544]';0.065;-0.19
'[09:05:32.548]';0.055;-0.175
'[09:05:32.552]';0.04;-0.2
'[09:05:32.556]';0.03;-0.18
'[09:05:32.560]';0.045;-0.18
'[09:05:32.564]';0.06;-0.185
'[09:05:32.568]';0.06;-0.175
'[09:05:32.572]';0.07;-0.19
'[09:05:32.576]';0.065;-0.19
'[09:05:32.580]';0.04;-0.175
'[09:05:32.584]';0.04;-0.185
'[09:05:32.588]';0.045;-0.195
'[09:05:32.592]';0.045;-0.195
'[09:05:32.596]';0.035;-0.205
'[09:05:32.600]';0.025;-0.215
'[09:05:32.604]';0.045;-0.21
'[09:05:32.608]';0.02;-0.195
'[09:05:32.612]';0.035;-0.19
'[09:05:32.616]';0.025;-0.185
'[09:05:32.620]';0.045;-0.18
'[09:05:32.624]';0.055;-0.18
'[09:05:32.628]';0.05;-0.18
'[09:05:32.632]';0.045;-0.185
'[09:05:32.636]';0.045;-0.185
'[09:05:32.640]';0.055;-0.18
'[09:05:32.644]';0.055;-0.18
'[09:05:32.648]';0.07;-0.185
'[09:05:32.652]';0.075;-0.215
'[09:05:32.656]';0.095;-0.21
'[09:05:32.660]';0.09;-0.19
'[09:05:32.664]';0.07;-0.155
'[09:05:32.668]';0.06;-0.145
'[09:05:32.672]';0.045;-0.105
'[09:05:32.676]';0.04;-0.045
'[09:05:32.680]';0.045;-0.02
'[09:05:32.684]';0.045;0.005
'[09:05:32.688]';0.04;0.01
'[09:05:32.692]';0.04;0.005
'[09:05:32.696]';0.04;-0.005
'[09:05:32.700]';0.055;-0.015
'[09:05:32.704]';0.15;-0.045
'[09:05:32.708]';0.21;-0.085
'[09:05:32.712]';0.235;-0.135
'[09:05:32.716]';0.255;-0.22
'[09:05:32.720]';0.28;-0.31
'[09:05:32.724]';0.29;-0.37
'[09:05:32.728]';0.285;-0.415
'[09:05:32.732]';0.32;-0.47
'[09:05:32.736]';0.4;-0.505
'[09:05:32.740]';0.48;-0.545
'[09:05:32.744]';0.57;-0.56
'[09:05:32.748]';0.67;-0.57
'[09:05:32.752]';0.735;-0.58
'[09:05:32.756]';0.795;-0.595
'[09:05:32.760]';0.87;-0.58
'[09:05:32.764]';0.975;-0.55
'[09:05:32.768]';1.055;-0.5
'[09:05:32.772]';1.03;-0.41
'[09:05:32.776]';0.93;-0.325
'[09:05:32.780]';0.78;-0.255
'[09:05:32.784]';0.565;-0.205
'[09:05:32.788]';0.35;-0.17
'[09:05:32.792]';0.155;-0.14
'[09:05:32.796]';0.015;-0.125
'[09:05:32.800]';-0.035;-0.14
'[09:05:32.804]';-0.065;-0.125
'[09:05:32.808]';-0.08;-0.13
'[09:05:32.812]';-0.045;-0.125
'[09:05:32.816]';-0.055;-0.125
'[09:05:32.820]';-0.055;-0.12
'[09:05:32.824]';-0.065;-0.12
'[09:05:32.828]';-0.095;-0.125
'[09:05:32.832]';-0.095;-0.125
'[09:05:32.836]';-0.1;-0.12
'[09:05:32.840]';-0.095;-0.115
'[09:05:32.844]';-0.08;-0.115
'[09:05:32.848]';-0.09;-0.125
'[09:05:32.852]';-0.09;-0.105
'[09:05:32.856]';-0.125;-0.115
'[09:05:32.860]';-0.11;-0.1
'[09:05:32.864]';-0.12;-0.095
'[09:05:32.868]';-0.14;-0.08
'[09:05:32.872]';-0.15;-0.08
'[09:05:32.876]';-0.17;-0.085
'[09:05:32.880]';-0.155;-0.085
'[09:05:32.884]';-0.16;-0.075
'[09:05:32.888]';-0.155;-0.06
'[09:05:32.892]';-0.175;-0.055
'[09:05:32.896]';-0.175;-0.06
'[09:05:32.900]';-0.17;-0.04
'[09:05:32.904]';-0.175;-0.04
'[09:05:32.908]';-0.195;-0.04
'[09:05:32.912]';-0.2;-0.02
'[09:05:32.916]';-0.195;-0.01
'[09:05:32.920]';-0.215;0
'[09:05:32.924]';-0.225;0.005
'[09:05:32.928]';-0.235;0.02
'[09:05:32.932]';-0.245;0.02
'[09:05:32.936]';-0.26;0.03
'[09:05:32.940]';-0.27;0.04
'[09:05:32.944]';-0.24;0.05
'[09:05:32.948]';-0.25;0.045
'[09:05:32.952]';-0.265;0.04
'[09:05:32.956]';-0.285;0.035
'[09:05:32.960]';-0.275;0.03
'[09:05:32.964]';-0.275;0.02
'[09:05:32.968]';-0.26;0.01
'[09:05:32.972]';-0.29;0.005
'[09:05:32.976]';-0.3;0
'[09:05:32.980]';-0.265;-0.01
'[09:05:32.984]';-0.26;-0.01
'[09:05:32.988]';-0.26;-0.01
'[09:05:32.992]';-0.245;-0.035
'[09:05:32.996]';-0.225;-0.04
'[09:05:33.000]';-0.235;-0.045
'[09:05:33.004]';-0.215;-0.05
'[09:05:33.008]';-0.195;-0.06
'[09:05:33.012]';-0.17;-0.07
'[09:05:33.016]';-0.16;-0.08
'[09:05:33.020]';-0.14;-0.085
'[09:05:33.024]';-0.12;-0.09
'[09:05:33.028]';-0.105;-0.09
'[09:05:33.032]';-0.09;-0.105
'[09:05:33.036]';-0.07;-0.1
'[09:05:33.040]';-0.035;-0.09
'[09:05:33.044]';-0.015;-0.105
'[09:05:33.048]';0.005;-0.11
'[09:05:33.052]';0;-0.11
'[09:05:33.056]';0.02;-0.115
'[09:05:33.060]';0.03;-0.12
'[09:05:33.064]';0.035;-0.11
'[09:05:33.068]';0.06;-0.105
'[09:05:33.072]';0.085;-0.11
'[09:05:33.076]';0.09;-0.095
'[09:05:33.080]';0.065;-0.095
'[09:05:33.084]';0.045;-0.1
'[09:05:33.088]';0.06;-0.095
'[09:05:33.092]';0.075;-0.1
'[09:05:33.096]';0.085;-0.105
'[09:05:33.100]';0.09;-0.1
'[09:05:33.104]';0.07;-0.08
'[09:05:33.108]';0.08;-0.1
'[09:05:33.112]';0.075;-0.105
'[09:05:33.116]';0.07;-0.115
'[09:05:33.120]';0.065;-0.115
'[09:05:33.124]';0.07;-0.11
'[09:05:33.128]';0.075;-0.115
'[09:05:33.132]';0.06;-0.12
'[09:05:33.136]';0.06;-0.125
'[09:05:33.140]';0.06;-0.115
'[09:05:33.144]';0.07;-0.12
'[09:05:33.148]';0.06;-0.095
'[09:05:33.152]';0.07;-0.1
'[09:05:33.156]';0.09;-0.115
'[09:05:33.160]';0.08;-0.105
'[09:05:33.164]';0.075;-0.105
'[09:05:33.168]';0.075;-0.1
'[09:05:33.172]';0.085;-0.095
'[09:05:33.176]';0.065;-0.1
'[09:05:33.180]';0.075;-0.105
'[09:05:33.184]';0.055;-0.09
'[09:05:33.188]';0.045;-0.09
'[09:05:33.192]';0.055;-0.095
'[09:05:33.196]';0.08;-0.095
'[09:05:33.200]';0.065;-0.095
'[09:05:33.204]';0.075;-0.095
'[09:05:33.208]';0.07;-0.1
'[09:05:33.212]';0.075;-0.085
'[09:05:33.216]';0.085;-0.095
'[09:05:33.220]';0.1;-0.085
'[09:05:33.224]';0.075;-0.075
'[09:05:33.228]';0.085;-0.09
'[09:05:33.232]';0.07;-0.08
'[09:05:33.236]';0.075;-0.095
'[09:05:33.240]';0.075;-0.095
'[09:05:33.244]';0.08;-0.095
'[09:05:33.248]';0.075;-0.1
'[09:05:33.252]';0.065;-0.1
'[09:05:33.256]';0.09;-0.11
'[09:05:33.260]';0.075;-0.11
'[09:05:33.264]';0.075;-0.11
'[09:05:33.268]';0.095;-0.115
'[09:05:33.272]';0.1;-0.11
'[09:05:33.276]';0.09;-0.125
'[09:05:33.280]';0.08;-0.115
'[09:05:33.284]';0.08;-0.115
'[09:05:33.288]';0.1;-0.11
'[09:05:33.292]';0.1;-0.105
'[09:05:33.296]';0.095;-0.11
'[09:05:33.300]';0.105;-0.1
'[09:05:33.304]';0.1;-0.105
'[09:05:33.308]';0.1;-0.08
'[09:05:33.312]';0.115;-0.1
'[09:05:33.316]';0.115;-0.09
'[09:05:33.320]';0.12;-0.085
'[09:05:33.324]';0.1;-0.085
'[09:05:33.328]';0.1;-0.08
'[09:05:33.332]';0.09;-0.08
'[09:05:33.336]';0.095;-0.09
'[09:05:33.340]';0.07;-0.095
'[09:05:33.344]';0.06;-0.075
'[09:05:33.348]';0.06;-0.08
'[09:05:33.352]';0.08;-0.085
'[09:05:33.356]';0.08;-0.08
'[09:05:33.360]';0.09;-0.085
'[09:05:33.364]';0.09;-0.08
'[09:05:33.368]';0.09;-0.07
'[09:05:33.372]';0.08;-0.05
'[09:05:33.376]';0.07;-0.04
'[09:05:33.380]';0.075;-0.01
'[09:05:33.384]';0.075;-0.01
'[09:05:33.388]';0.065;-0.03
'[09:05:33.392]';0.045;-0.05
'[09:05:33.396]';0.06;-0.05
'[09:05:33.400]';0.12;-0.04
'[09:05:33.404]';0.115;-0.02
'[09:05:33.408]';0.07;0
'[09:05:33.412]';-0.04;0.03
'[09:05:33.416]';-0.205;0.06
'[09:05:33.420]';-0.315;0.105
'[09:05:33.424]';-0.335;0.135
'[09:05:33.428]';-0.3;0.1
'[09:05:33.432]';-0.255;0.045
'[09:05:33.436]';-0.18;-0.015
'[09:05:33.440]';-0.105;-0.065
'[09:05:33.444]';-0.06;-0.065
'[09:05:33.448]';-0.01;-0.105
'[09:05:33.452]';0;-0.11
'[09:05:33.456]';0.03;-0.12
'[09:05:33.460]';0.075;-0.085
'[09:05:33.464]';0.065;-0.075
'[09:05:33.468]';0.09;-0.07
'[09:05:33.472]';0.075;-0.08
'[09:05:33.476]';0.075;-0.1
'[09:05:33.480]';0.085;-0.095
'[09:05:33.484]';0.09;-0.125
'[09:05:33.488]';0.11;-0.115
'[09:05:33.492]';0.105;-0.14
'[09:05:33.496]';0.095;-0.14
'[09:05:33.500]';0.075;-0.12
'[09:05:33.504]';0.07;-0.145
'[09:05:33.508]';0.08;-0.15
'[09:05:33.512]';0.095;-0.14
'[09:05:33.516]';0.105;-0.135
'[09:05:33.520]';0.095;-0.13
'[09:05:33.524]';0.115;-0.115
'[09:05:33.528]';0.11;-0.125
'[09:05:33.532]';0.105;-0.125
'[09:05:33.536]';0.11;-0.125
'[09:05:33.540]';0.115;-0.12
'[09:05:33.544]';0.115;-0.135
'[09:05:33.548]';0.135;-0.12
'[09:05:33.552]';0.135;-0.12
'[09:05:33.556]';0.13;-0.13
'[09:05:33.560]';0.13;-0.135
'[09:05:33.564]';0.12;-0.135
'[09:05:33.568]';0.12;-0.13
'[09:05:33.572]';0.12;-0.12
'[09:05:33.576]';0.105;-0.125
'[09:05:33.580]';0.115;-0.12
'[09:05:33.584]';0.125;-0.12
'[09:05:33.588]';0.125;-0.135
'[09:05:33.592]';0.13;-0.15
'[09:05:33.596]';0.13;-0.15
'[09:05:33.600]';0.135;-0.15
'[09:05:33.604]';0.12;-0.165
'[09:05:33.608]';0.14;-0.145
'[09:05:33.612]';0.15;-0.145
'[09:05:33.616]';0.155;-0.135
'[09:05:33.620]';0.13;-0.145
'[09:05:33.624]';0.135;-0.135
'[09:05:33.628]';0.145;-0.15
'[09:05:33.632]';0.115;-0.15
'[09:05:33.636]';0.125;-0.145
'[09:05:33.640]';0.13;-0.15
'[09:05:33.644]';0.125;-0.14
'[09:05:33.648]';0.14;-0.14
'[09:05:33.652]';0.13;-0.135
'[09:05:33.656]';0.135;-0.135
'[09:05:33.660]';0.115;-0.125
'[09:05:33.664]';0.12;-0.135
'[09:05:33.668]';0.13;-0.125
'[09:05:33.672]';0.125;-0.11
'[09:05:33.676]';0.11;-0.1
'[09:05:33.680]';0.1;-0.11
'[09:05:33.684]';0.1;-0.105
'[09:05:33.688]';0.095;-0.105
'[09:05:33.692]';0.1;-0.11
'[09:05:33.696]';0.095;-0.1
'[09:05:33.700]';0.09;-0.105
'[09:05:33.704]';0.09;-0.085
'[09:05:33.708]';0.1;-0.085
'[09:05:33.712]';0.09;-0.08
'[09:05:33.716]';0.095;-0.085
'[09:05:33.720]';0.085;-0.095
'[09:05:33.724]';0.1;-0.085
'[09:05:33.728]';0.09;-0.08
'[09:05:33.732]';0.1;-0.08
'[09:05:33.736]';0.085;-0.105
'[09:05:33.740]';0.07;-0.105
'[09:05:33.744]';0.11;-0.105
'[09:05:33.748]';0.12;-0.11
'[09:05:33.752]';0.105;-0.115
'[09:05:33.756]';0.09;-0.1
'[09:05:33.760]';0.11;-0.11
'[09:05:33.764]';0.105;-0.1
'[09:05:33.768]';0.09;-0.1
'[09:05:33.772]';0.105;-0.1
'[09:05:33.776]';0.125;-0.11
'[09:05:33.780]';0.11;-0.12
'[09:05:33.784]';0.125;-0.13
'[09:05:33.788]';0.135;-0.125
'[09:05:33.792]';0.125;-0.12
'[09:05:33.796]';0.125;-0.135
'[09:05:33.800]';0.105;-0.14
'[09:05:33.804]';0.1;-0.135
'[09:05:33.808]';0.085;-0.145
'[09:05:33.812]';0.115;-0.15
'[09:05:33.816]';0.105;-0.135
'[09:05:33.820]';0.125;-0.135
'[09:05:33.824]';0.115;-0.13
'[09:05:33.828]';0.1;-0.125
'[09:05:33.832]';0.105;-0.12
'[09:05:33.836]';0.105;-0.115
'[09:05:33.840]';0.11;-0.14
'[09:05:33.844]';0.13;-0.14
'[09:05:33.848]';0.11;-0.135
'[09:05:33.852]';0.12;-0.135
'[09:05:33.856]';0.095;-0.125
'[09:05:33.860]';0.09;-0.125
'[09:05:33.864]';0.095;-0.12
'[09:05:33.868]';0.095;-0.135
'[09:05:33.872]';0.1;-0.135
'[09:05:33.876]';0.11;-0.13
'[09:05:33.880]';0.12;-0.13
'[09:05:33.884]';0.12;-0.13
'[09:05:33.888]';0.13;-0.125
'[09:05:33.892]';0.135;-0.12
'[09:05:33.896]';0.115;-0.12
'[09:05:33.900]';0.135;-0.115
'[09:05:33.904]';0.13;-0.12
'[09:05:33.908]';0.13;-0.115
'[09:05:33.912]';0.125;-0.115
'[09:05:33.916]';0.125;-0.12
'[09:05:33.920]';0.135;-0.12
'[09:05:33.924]';0.125;-0.125
'[09:05:33.928]';0.115;-0.13
'[09:05:33.932]';0.115;-0.14
'[09:05:33.936]';0.1;-0.135
'[09:05:33.940]';0.1;-0.135
'[09:05:33.944]';0.12;-0.135
'[09:05:33.948]';0.105;-0.125
'[09:05:33.952]';0.08;-0.135
'[09:05:33.956]';0.085;-0.135
'[09:05:33.960]';0.08;-0.14
'[09:05:33.964]';0.09;-0.135
'[09:05:33.968]';0.09;-0.145
'[09:05:33.972]';0.1;-0.15
'[09:05:33.976]';0.095;-0.15
'[09:05:33.980]';0.105;-0.15
'[09:05:33.984]';0.085;-0.135
'[09:05:33.988]';0.1;-0.155
'[09:05:33.992]';0.115;-0.145
'[09:05:33.996]';0.13;-0.135
'[09:05:34.000]';0.11;-0.135
'[09:05:34.004]';0.1;-0.125
'[09:05:34.008]';0.11;-0.14
'[09:05:34.012]';0.13;-0.125
'[09:05:34.016]';0.12;-0.13
'[09:05:34.020]';0.13;-0.125
'[09:05:34.024]';0.135;-0.125
'[09:05:34.028]';0.14;-0.12
'[09:05:34.032]';0.135;-0.125
'[09:05:34.036]';0.135;-0.09
'[09:05:34.040]';0.15;-0.065
'[09:05:34.044]';0.125;-0.04
'[09:05:34.048]';0.11;-0.055
'[09:05:34.052]';0.12;-0.08
'[09:05:34.056]';0.15;-0.1
'[09:05:34.060]';0.175;-0.09
'[09:05:34.064]';0.175;-0.095
'[09:05:34.068]';0.16;-0.06
'[09:05:34.072]';0.07;-0.04
