'Elapsed time';'ECG1';'ECG2'
'2:50:41.660';-1.065;1.265
'2:50:41.664';-0.99;1.175
'2:50:41.668';-0.86;1.38
'2:50:41.672';-0.7;1.95
'2:50:41.676';-0.51;2.765
'2:50:41.680';-0.465;3.315
'2:50:41.684';-0.47;2.945
'2:50:41.688';-0.52;2.575
'2:50:41.692';-0.49;2.01
'2:50:41.696';-0.4;1.21
'2:50:41.700';-0.33;0.24
'2:50:41.704';-0.375;-0.49
'2:50:41.708';-0.335;-0.58
'2:50:41.712';-0.315;-0.42
'2:50:41.716';-0.32;-0.24
'2:50:41.720';-0.395;-0.27
'2:50:41.724';-0.41;-0.37
'2:50:41.728';-0.355;-0.465
'2:50:41.732';-0.345;-0.46
'2:50:41.736';-0.365;-0.545
'2:50:41.740';-0.41;-0.58
'2:50:41.744';-0.365;-0.605
'2:50:41.748';-0.32;-0.555
'2:50:41.752';-0.33;-0.605
'2:50:41.756';-0.34;-0.635
'2:50:41.760';-0.285;-0.69
'2:50:41.764';-0.24;-0.68
'2:50:41.768';-0.225;-0.72
'2:50:41.772';-0.25;-0.775
'2:50:41.776';-0.23;-0.79
'2:50:41.780';-0.16;-0.775
'2:50:41.784';-0.165;-0.78
'2:50:41.788';-0.21;-0.88
'2:50:41.792';-0.155;-0.91
'2:50:41.796';-0.155;-0.91
'2:50:41.800';-0.16;-0.93
'2:50:41.804';-0.195;-1.045
'2:50:41.808';-0.175;-1.095
'2:50:41.812';-0.125;-1.085
'2:50:41.816';-0.095;-1.1
'2:50:41.820';-0.135;-1.14
'2:50:41.824';-0.08;-1.23
'2:50:41.828';-0.03;-1.245
'2:50:41.832';-0.02;-1.25
'2:50:41.836';-0.08;-1.295
'2:50:41.840';-0.035;-1.355
'2:50:41.844';0;-1.375
'2:50:41.848';-0.025;-1.355
'2:50:41.852';-0.09;-1.425
'2:50:41.856';-0.115;-1.46
'2:50:41.860';-0.06;-1.47
'2:50:41.864';-0.08;-1.44
'2:50:41.868';-0.16;-1.44
'2:50:41.872';-0.24;-1.41
'2:50:41.876';-0.195;-1.415
'2:50:41.880';-0.205;-1.325
'2:50:41.884';-0.295;-1.3
'2:50:41.888';-0.365;-1.285
'2:50:41.892';-0.385;-1.22
'2:50:41.896';-0.385;-1.14
'2:50:41.900';-0.435;-1.05
'2:50:41.904';-0.48;-1.04
'2:50:41.908';-0.445;-0.965
'2:50:41.912';-0.45;-0.86
'2:50:41.916';-0.465;-0.73
'2:50:41.920';-0.53;-0.69
'2:50:41.924';-0.51;-0.635
'2:50:41.928';-0.49;-0.56
'2:50:41.932';-0.52;-0.465
'2:50:41.936';-0.585;-0.435
'2:50:41.940';-0.54;-0.43
'2:50:41.944';-0.5;-0.32
'2:50:41.948';-0.53;-0.265
'2:50:41.952';-0.55;-0.3
'2:50:41.956';-0.5;-0.295
'2:50:41.960';-0.435;-0.245
'2:50:41.964';-0.465;-0.21
'2:50:41.968';-0.5;-0.245
'2:50:41.972';-0.495;-0.255
'2:50:41.976';-0.425;-0.23
'2:50:41.980';-0.45;-0.19
'2:50:41.984';-0.495;-0.285
'2:50:41.988';-0.505;-0.26
'2:50:41.992';-0.43;-0.255
'2:50:41.996';-0.445;-0.21
'2:50:42.000';-0.49;-0.27
'2:50:42.004';-0.475;-0.29
'2:50:42.008';-0.415;-0.22
'2:50:42.012';-0.44;-0.2
'2:50:42.016';-0.5;-0.25
'2:50:42.020';-0.48;-0.26
'2:50:42.024';-0.41;-0.24
'2:50:42.028';-0.41;-0.18
'2:50:42.032';-0.5;-0.21
'2:50:42.036';-0.505;-0.26
'2:50:42.040';-0.465;-0.22
'2:50:42.044';-0.455;-0.235
'2:50:42.048';-0.495;-0.21
'2:50:42.052';-0.535;-0.27
'2:50:42.056';-0.47;-0.275
'2:50:42.060';-0.47;-0.22
'2:50:42.064';-0.49;-0.205
'2:50:42.068';-0.51;-0.285
'2:50:42.072';-0.45;-0.23
'2:50:42.076';-0.42;-0.195
'2:50:42.080';-0.48;-0.22
'2:50:42.084';-0.49;-0.255
'2:50:42.088';-0.455;-0.26
'2:50:42.092';-0.45;-0.21
'2:50:42.096';-0.485;-0.195
'2:50:42.100';-0.495;-0.24
'2:50:42.104';-0.47;-0.275
'2:50:42.108';-0.47;-0.205
'2:50:42.112';-0.52;-0.19
'2:50:42.116';-0.525;-0.24
'2:50:42.120';-0.475;-0.21
'2:50:42.124';-0.455;-0.18
'2:50:42.128';-0.485;-0.16
'2:50:42.132';-0.515;-0.23
'2:50:42.136';-0.47;-0.215
'2:50:42.140';-0.44;-0.195
'2:50:42.144';-0.45;-0.15
'2:50:42.148';-0.515;-0.205
'2:50:42.152';-0.51;-0.26
'2:50:42.156';-0.455;-0.215
'2:50:42.160';-0.47;-0.175
'2:50:42.164';-0.525;-0.175
'2:50:42.168';-0.49;-0.26
'2:50:42.172';-0.475;-0.175
'2:50:42.176';-0.455;-0.165
'2:50:42.180';-0.53;-0.225
'2:50:42.184';-0.52;-0.225
'2:50:42.188';-0.46;-0.18
'2:50:42.192';-0.465;-0.155
'2:50:42.196';-0.525;-0.22
'2:50:42.200';-0.51;-0.215
'2:50:42.204';-0.47;-0.16
'2:50:42.208';-0.485;-0.14
'2:50:42.212';-0.485;-0.195
'2:50:42.216';-0.505;-0.19
'2:50:42.220';-0.46;-0.17
'2:50:42.224';-0.48;-0.15
'2:50:42.228';-0.515;-0.155
'2:50:42.232';-0.535;-0.2
'2:50:42.236';-0.455;-0.18
'2:50:42.240';-0.46;-0.12
'2:50:42.244';-0.495;-0.16
'2:50:42.248';-0.515;-0.185
'2:50:42.252';-0.475;-0.17
'2:50:42.256';-0.45;-0.12
'2:50:42.260';-0.51;-0.13
'2:50:42.264';-0.52;-0.17
'2:50:42.268';-0.465;-0.145
'2:50:42.272';-0.43;-0.065
'2:50:42.276';-0.445;-0.055
'2:50:42.280';-0.43;-0.095
'2:50:42.284';-0.39;-0.13
'2:50:42.288';-0.34;-0.065
'2:50:42.292';-0.36;-0.055
'2:50:42.296';-0.39;-0.03
'2:50:42.300';-0.305;0.055
'2:50:42.304';-0.27;0.1
'2:50:42.308';-0.315;0.135
'2:50:42.312';-0.355;0.105
'2:50:42.316';-0.28;0.045
'2:50:42.320';-0.34;0.005
'2:50:42.324';-0.405;-0.135
'2:50:42.328';-0.485;-0.195
'2:50:42.332';-0.445;-0.255
'2:50:42.336';-0.4;-0.225
'2:50:42.340';-0.435;-0.185
'2:50:42.344';-0.47;-0.225
'2:50:42.348';-0.495;-0.25
'2:50:42.352';-0.46;-0.245
'2:50:42.356';-0.52;-0.19
'2:50:42.360';-0.56;-0.24
'2:50:42.364';-0.565;-0.24
'2:50:42.368';-0.545;-0.195
'2:50:42.372';-0.555;-0.185
'2:50:42.376';-0.58;-0.23
'2:50:42.380';-0.555;-0.265
'2:50:42.384';-0.495;-0.235
'2:50:42.388';-0.48;-0.205
'2:50:42.392';-0.555;-0.215
'2:50:42.396';-0.53;-0.27
'2:50:42.400';-0.505;-0.24
'2:50:42.404';-0.485;-0.2
'2:50:42.408';-0.52;-0.23
'2:50:42.412';-0.54;-0.265
'2:50:42.416';-0.51;-0.22
'2:50:42.420';-0.51;-0.185
'2:50:42.424';-0.62;-0.135
'2:50:42.428';-0.68;0.005
'2:50:42.432';-0.52;0.26
'2:50:42.436';-0.275;0.4
'2:50:42.440';-0.075;0.355
'2:50:42.444';0.29;0.435
'2:50:42.448';0.705;0.685
'2:50:42.452';1.085;0.305
'2:50:42.456';1.215;-0.565
'2:50:42.460';0.875;-1.3
'2:50:42.464';0.255;-1.66
'2:50:42.468';-0.34;-1.92
'2:50:42.472';-0.855;-2.22
'2:50:42.476';-1.21;-2.5
'2:50:42.480';-1.105;-2.65
'2:50:42.484';-0.83;-2.33
'2:50:42.488';-0.725;-1.765
'2:50:42.492';-0.605;-1.305
'2:50:42.496';-0.435;-0.815
'2:50:42.500';-0.43;-0.385
'2:50:42.504';-0.525;-0.115
'2:50:42.508';-0.575;-0.11
'2:50:42.512';-0.51;-0.03
'2:50:42.516';-0.49;0
'2:50:42.520';-0.505;0.01
'2:50:42.524';-0.555;-0.025
'2:50:42.528';-0.5;-0.04
'2:50:42.532';-0.435;0.005
'2:50:42.536';-0.46;0.01
'2:50:42.540';-0.49;0
'2:50:42.544';-0.465;-0.01
'2:50:42.548';-0.45;0.05
'2:50:42.552';-0.45;0.045
'2:50:42.556';-0.485;0.04
'2:50:42.560';-0.465;0
'2:50:42.564';-0.4;0.055
'2:50:42.568';-0.47;0.105
'2:50:42.572';-0.47;0.07
'2:50:42.576';-0.435;0.065
'2:50:42.580';-0.375;0.1
'2:50:42.584';-0.4;0.14
'2:50:42.588';-0.435;0.115
'2:50:42.592';-0.395;0.115
'2:50:42.596';-0.32;0.19
'2:50:42.600';-0.34;0.235
'2:50:42.604';-0.365;0.18
'2:50:42.608';-0.33;0.21
'2:50:42.612';-0.28;0.275
'2:50:42.616';-0.295;0.295
'2:50:42.620';-0.32;0.29
'2:50:42.624';-0.29;0.335
'2:50:42.628';-0.215;0.405
'2:50:42.632';-0.225;0.49
'2:50:42.636';-0.295;0.485
'2:50:42.640';-0.215;0.465
'2:50:42.644';-0.165;0.555
'2:50:42.648';-0.15;0.645
'2:50:42.652';-0.21;0.62
'2:50:42.656';-0.165;0.605
'2:50:42.660';-0.115;0.67
'2:50:42.664';-0.09;0.74
'2:50:42.668';-0.12;0.75
'2:50:42.672';-0.14;0.73
'2:50:42.676';-0.09;0.76
'2:50:42.680';-0.045;0.81
'2:50:42.684';-0.08;0.795
'2:50:42.688';-0.1;0.75
'2:50:42.692';-0.07;0.78
'2:50:42.696';-0.065;0.82
'2:50:42.700';-0.135;0.775
'2:50:42.704';-0.185;0.73
'2:50:42.708';-0.145;0.7
'2:50:42.712';-0.16;0.715
'2:50:42.716';-0.26;0.685
'2:50:42.720';-0.3;0.585
'2:50:42.724';-0.255;0.545
'2:50:42.728';-0.26;0.525
'2:50:42.732';-0.315;0.48
'2:50:42.736';-0.34;0.395
'2:50:42.740';-0.27;0.39
'2:50:42.744';-0.25;0.42
'2:50:42.748';-0.34;0.395
'2:50:42.752';-0.415;0.33
'2:50:42.756';-0.395;0.375
'2:50:42.760';-0.32;0.345
'2:50:42.764';-0.395;0.245
'2:50:42.768';-0.405;0.125
'2:50:42.772';-0.355;0.1
'2:50:42.776';-0.325;0.095
'2:50:42.780';-0.395;0.1
'2:50:42.784';-0.465;0.075
'2:50:42.788';-0.425;0
'2:50:42.792';-0.365;0.045
'2:50:42.796';-0.38;-0.005
'2:50:42.800';-0.43;-0.035
'2:50:42.804';-0.375;-0.09
'2:50:42.808';-0.315;-0.06
'2:50:42.812';-0.335;-0.055
'2:50:42.816';-0.39;-0.115
'2:50:42.820';-0.38;-0.15
'2:50:42.824';-0.37;-0.13
'2:50:42.828';-0.395;-0.14
'2:50:42.832';-0.46;-0.195
'2:50:42.836';-0.485;-0.225
'2:50:42.840';-0.44;-0.2
'2:50:42.844';-0.42;-0.17
'2:50:42.848';-0.48;-0.215
'2:50:42.852';-0.49;-0.275
'2:50:42.856';-0.41;-0.195
'2:50:42.860';-0.405;-0.175
'2:50:42.864';-0.45;-0.2
'2:50:42.868';-0.46;-0.225
'2:50:42.872';-0.42;-0.195
'2:50:42.876';-0.375;-0.15
'2:50:42.880';-0.435;-0.175
'2:50:42.884';-0.45;-0.225
'2:50:42.888';-0.41;-0.19
'2:50:42.892';-0.375;-0.12
'2:50:42.896';-0.45;-0.13
'2:50:42.900';-0.48;-0.13
'2:50:42.904';-0.435;-0.075
'2:50:42.908';-0.4;0.1
'2:50:42.912';-0.385;0.135
'2:50:42.916';-0.34;0.035
'2:50:42.920';-0.15;-0.11
'2:50:42.924';0.035;-0.135
'2:50:42.928';0.095;-0.14
'2:50:42.932';0.16;-0.035
'2:50:42.936';0.33;0.04
'2:50:42.940';0.24;0.195
'2:50:42.944';-0.255;0.46
'2:50:42.948';-0.705;0.725
'2:50:42.952';-0.84;0.89
'2:50:42.956';-0.785;1.19
'2:50:42.960';-0.915;1.445
'2:50:42.964';-1.03;1.525
'2:50:42.968';-1.07;1.415
'2:50:42.972';-0.965;1.435
'2:50:42.976';-0.805;1.88
'2:50:42.980';-0.66;2.645
'2:50:42.984';-0.6;3.345
'2:50:42.988';-0.545;3.175
'2:50:42.992';-0.56;2.73
'2:50:42.996';-0.63;2.195
'2:50:43.000';-0.515;1.39
'2:50:43.004';-0.44;0.325
'2:50:43.008';-0.375;-0.515
'2:50:43.012';-0.4;-0.71
'2:50:43.016';-0.345;-0.65
'2:50:43.020';-0.34;-0.49
'2:50:43.024';-0.355;-0.485
'2:50:43.028';-0.415;-0.565
'2:50:43.032';-0.4;-0.63
'2:50:43.036';-0.345;-0.57
'2:50:43.040';-0.375;-0.605
'2:50:43.044';-0.41;-0.665
'2:50:43.048';-0.405;-0.705
'2:50:43.052';-0.33;-0.72
'2:50:43.056';-0.34;-0.68
'2:50:43.060';-0.365;-0.735
'2:50:43.064';-0.365;-0.745
'2:50:43.068';-0.305;-0.76
'2:50:43.072';-0.285;-0.735
'2:50:43.076';-0.305;-0.775
'2:50:43.080';-0.28;-0.805
'2:50:43.084';-0.235;-0.825
'2:50:43.088';-0.19;-0.815
'2:50:43.092';-0.26;-0.85
'2:50:43.096';-0.215;-0.935
'2:50:43.100';-0.19;-0.89
'2:50:43.104';-0.15;-0.855
'2:50:43.108';-0.17;-0.9
'2:50:43.112';-0.17;-0.99
'2:50:43.116';-0.085;-1.02
'2:50:43.120';-0.055;-0.955
'2:50:43.124';-0.06;-1.035
'2:50:43.128';-0.075;-1.1
'2:50:43.132';-0.02;-1.11
'2:50:43.136';0;-1.13
'2:50:43.140';-0.04;-1.18
'2:50:43.144';-0.03;-1.25
'2:50:43.148';0.035;-1.245
'2:50:43.152';0.04;-1.225
'2:50:43.156';0;-1.28
'2:50:43.160';-0.065;-1.32
'2:50:43.164';-0.05;-1.345
'2:50:43.168';-0.065;-1.295
'2:50:43.172';-0.135;-1.285
'2:50:43.176';-0.185;-1.38
'2:50:43.180';-0.21;-1.355
'2:50:43.184';-0.21;-1.3
'2:50:43.188';-0.28;-1.25
'2:50:43.192';-0.295;-1.265
'2:50:43.196';-0.315;-1.23
'2:50:43.200';-0.315;-1.14
'2:50:43.204';-0.36;-1.075
'2:50:43.208';-0.435;-1.04
'2:50:43.212';-0.445;-0.99
'2:50:43.216';-0.405;-0.885
'2:50:43.220';-0.44;-0.775
'2:50:43.224';-0.485;-0.715
'2:50:43.228';-0.49;-0.665
'2:50:43.232';-0.455;-0.56
'2:50:43.236';-0.48;-0.48
'2:50:43.240';-0.53;-0.415
'2:50:43.244';-0.515;-0.385
'2:50:43.248';-0.475;-0.32
'2:50:43.252';-0.46;-0.255
'2:50:43.256';-0.505;-0.24
'2:50:43.260';-0.51;-0.26
'2:50:43.264';-0.46;-0.195
'2:50:43.268';-0.455;-0.135
'2:50:43.272';-0.52;-0.16
'2:50:43.276';-0.505;-0.185
'2:50:43.280';-0.45;-0.175
'2:50:43.284';-0.45;-0.105
'2:50:43.288';-0.485;-0.13
'2:50:43.292';-0.49;-0.185
'2:50:43.296';-0.47;-0.175
'2:50:43.300';-0.405;-0.09
'2:50:43.304';-0.455;-0.1
'2:50:43.308';-0.49;-0.195
'2:50:43.312';-0.445;-0.155
'2:50:43.316';-0.43;-0.135
'2:50:43.320';-0.455;-0.11
'2:50:43.324';-0.52;-0.17
'2:50:43.328';-0.51;-0.2
'2:50:43.332';-0.45;-0.155
'2:50:43.336';-0.47;-0.115
'2:50:43.340';-0.515;-0.17
'2:50:43.344';-0.475;-0.18
'2:50:43.348';-0.44;-0.15
'2:50:43.352';-0.44;-0.14
'2:50:43.356';-0.51;-0.145
'2:50:43.360';-0.495;-0.185
'2:50:43.364';-0.45;-0.155
'2:50:43.368';-0.46;-0.115
'2:50:43.372';-0.51;-0.13
'2:50:43.376';-0.51;-0.205
'2:50:43.380';-0.435;-0.135
'2:50:43.384';-0.45;-0.095
'2:50:43.388';-0.485;-0.19
'2:50:43.392';-0.525;-0.205
'2:50:43.396';-0.475;-0.15
'2:50:43.400';-0.43;-0.12
'2:50:43.404';-0.48;-0.15
'2:50:43.408';-0.46;-0.165
'2:50:43.412';-0.43;-0.175
'2:50:43.416';-0.43;-0.155
'2:50:43.420';-0.445;-0.145
'2:50:43.424';-0.49;-0.2
'2:50:43.428';-0.47;-0.19
'2:50:43.432';-0.425;-0.14
'2:50:43.436';-0.465;-0.155
'2:50:43.440';-0.52;-0.205
'2:50:43.444';-0.505;-0.2
'2:50:43.448';-0.45;-0.13
'2:50:43.452';-0.48;-0.12
'2:50:43.456';-0.515;-0.18
'2:50:43.460';-0.49;-0.14
'2:50:43.464';-0.42;-0.13
'2:50:43.468';-0.46;-0.13
'2:50:43.472';-0.5;-0.17
'2:50:43.476';-0.46;-0.19
'2:50:43.480';-0.425;-0.13
'2:50:43.484';-0.44;-0.125
'2:50:43.488';-0.49;-0.145
'2:50:43.492';-0.48;-0.2
'2:50:43.496';-0.41;-0.12
'2:50:43.500';-0.41;-0.115
'2:50:43.504';-0.46;-0.155
'2:50:43.508';-0.465;-0.185
'2:50:43.512';-0.425;-0.135
'2:50:43.516';-0.46;-0.105
'2:50:43.520';-0.48;-0.145
'2:50:43.524';-0.485;-0.18
'2:50:43.528';-0.43;-0.14
'2:50:43.532';-0.445;-0.08
'2:50:43.536';-0.495;-0.14
'2:50:43.540';-0.47;-0.175
'2:50:43.544';-0.42;-0.14
'2:50:43.548';-0.425;-0.085
'2:50:43.552';-0.45;-0.12
'2:50:43.556';-0.48;-0.155
'2:50:43.560';-0.435;-0.13
'2:50:43.564';-0.39;-0.105
'2:50:43.568';-0.46;-0.125
'2:50:43.572';-0.495;-0.175
'2:50:43.576';-0.48;-0.15
'2:50:43.580';-0.405;-0.12
'2:50:43.584';-0.465;-0.09
'2:50:43.588';-0.485;-0.155
'2:50:43.592';-0.44;-0.135
'2:50:43.596';-0.39;-0.12
'2:50:43.600';-0.44;-0.11
'2:50:43.604';-0.46;-0.14
'2:50:43.608';-0.425;-0.165
'2:50:43.612';-0.43;-0.075
'2:50:43.616';-0.435;-0.075
'2:50:43.620';-0.475;-0.14
'2:50:43.624';-0.465;-0.17
'2:50:43.628';-0.39;-0.14
'2:50:43.632';-0.4;-0.09
'2:50:43.636';-0.47;-0.14
'2:50:43.640';-0.46;-0.18
'2:50:43.644';-0.41;-0.115
'2:50:43.648';-0.395;-0.1
'2:50:43.652';-0.45;-0.135
'2:50:43.656';-0.45;-0.14
'2:50:43.660';-0.415;-0.11
'2:50:43.664';-0.42;-0.1
'2:50:43.668';-0.46;-0.135
'2:50:43.672';-0.47;-0.195
'2:50:43.676';-0.43;-0.14
'2:50:43.680';-0.425;-0.105
'2:50:43.684';-0.445;-0.085
'2:50:43.688';-0.425;-0.15
'2:50:43.692';-0.385;-0.125
'2:50:43.696';-0.325;-0.08
'2:50:43.700';-0.335;-0.06
'2:50:43.704';-0.33;-0.04
'2:50:43.708';-0.31;-0.005
'2:50:43.712';-0.295;0.065
'2:50:43.716';-0.335;0.095
'2:50:43.720';-0.31;0.105
'2:50:43.724';-0.225;0.06
'2:50:43.728';-0.195;0.055
'2:50:43.732';-0.25;0.02
'2:50:43.736';-0.335;-0.035
'2:50:43.740';-0.36;-0.135
'2:50:43.744';-0.32;-0.145
'2:50:43.748';-0.36;-0.215
'2:50:43.752';-0.405;-0.25
'2:50:43.756';-0.4;-0.215
'2:50:43.760';-0.35;-0.205
'2:50:43.764';-0.385;-0.155
'2:50:43.768';-0.465;-0.22
'2:50:43.772';-0.52;-0.265
'2:50:43.776';-0.505;-0.21
'2:50:43.780';-0.52;-0.175
'2:50:43.784';-0.535;-0.185
'2:50:43.788';-0.58;-0.27
'2:50:43.792';-0.515;-0.27
'2:50:43.796';-0.485;-0.215
'2:50:43.800';-0.52;-0.25
'2:50:43.804';-0.51;-0.32
'2:50:43.808';-0.485;-0.275
'2:50:43.812';-0.475;-0.225
'2:50:43.816';-0.535;-0.23
'2:50:43.820';-0.545;-0.28
'2:50:43.824';-0.475;-0.27
'2:50:43.828';-0.445;-0.205
'2:50:43.832';-0.505;-0.21
'2:50:43.836';-0.565;-0.225
'2:50:43.840';-0.62;-0.16
'2:50:43.844';-0.56;0.09
'2:50:43.848';-0.48;0.32
'2:50:43.852';-0.285;0.33
'2:50:43.856';-0.03;0.26
'2:50:43.860';0.365;0.455
'2:50:43.864';0.77;0.79
'2:50:43.868';1.085;0.265
'2:50:43.872';1.225;-0.645
'2:50:43.876';0.9;-1.235
'2:50:43.880';0.23;-1.56
'2:50:43.884';-0.42;-1.905
'2:50:43.888';-0.85;-2.15
'2:50:43.892';-1.09;-2.335
'2:50:43.896';-1.065;-2.555
'2:50:43.900';-0.91;-2.45
'2:50:43.904';-0.705;-1.86
'2:50:43.908';-0.525;-1.325
'2:50:43.912';-0.42;-0.86
'2:50:43.916';-0.45;-0.48
'2:50:43.920';-0.54;-0.26
'2:50:43.924';-0.51;-0.15
'2:50:43.928';-0.515;-0.115
'2:50:43.932';-0.565;-0.12
'2:50:43.936';-0.545;-0.14
'2:50:43.940';-0.52;-0.11
'2:50:43.944';-0.48;-0.065
'2:50:43.948';-0.525;-0.065
'2:50:43.952';-0.52;-0.125
'2:50:43.956';-0.455;-0.08
'2:50:43.960';-0.44;-0.02
'2:50:43.964';-0.48;-0.045
'2:50:43.968';-0.515;-0.1
'2:50:43.972';-0.465;-0.085
'2:50:43.976';-0.42;-0.025
'2:50:43.980';-0.505;0
'2:50:43.984';-0.505;-0.08
'2:50:43.988';-0.445;-0.08
'2:50:43.992';-0.405;0
'2:50:43.996';-0.445;0
'2:50:44.000';-0.485;-0.03
'2:50:44.004';-0.43;-0.02
'2:50:44.008';-0.385;0.07
'2:50:44.012';-0.39;0.065
'2:50:44.016';-0.435;0.03
'2:50:44.020';-0.36;0.04
'2:50:44.024';-0.35;0.145
'2:50:44.028';-0.35;0.165
'2:50:44.032';-0.36;0.16
'2:50:44.036';-0.34;0.205
'2:50:44.040';-0.28;0.26
'2:50:44.044';-0.305;0.305
'2:50:44.048';-0.295;0.27
'2:50:44.052';-0.25;0.33
'2:50:44.056';-0.22;0.41
'2:50:44.060';-0.26;0.475
'2:50:44.064';-0.27;0.44
'2:50:44.068';-0.25;0.465
'2:50:44.072';-0.17;0.56
'2:50:44.076';-0.16;0.595
'2:50:44.080';-0.19;0.585
'2:50:44.084';-0.135;0.615
'2:50:44.088';-0.085;0.625
'2:50:44.092';-0.095;0.685
'2:50:44.096';-0.17;0.68
'2:50:44.100';-0.14;0.655
'2:50:44.104';-0.07;0.72
'2:50:44.108';-0.115;0.72
'2:50:44.112';-0.145;0.695
'2:50:44.116';-0.145;0.615
'2:50:44.120';-0.13;0.65
'2:50:44.124';-0.165;0.685
'2:50:44.128';-0.215;0.62
'2:50:44.132';-0.22;0.605
'2:50:44.136';-0.175;0.58
'2:50:44.140';-0.21;0.625
'2:50:44.144';-0.26;0.53
'2:50:44.148';-0.29;0.46
'2:50:44.152';-0.235;0.43
'2:50:44.156';-0.24;0.485
'2:50:44.160';-0.32;0.39
'2:50:44.164';-0.345;0.375
'2:50:44.168';-0.33;0.325
'2:50:44.172';-0.345;0.305
'2:50:44.176';-0.46;0.23
'2:50:44.180';-0.445;0.125
'2:50:44.184';-0.39;0.18
'2:50:44.188';-0.425;0.11
'2:50:44.192';-0.505;0.065
'2:50:44.196';-0.51;-0.005
'2:50:44.200';-0.455;-0.045
'2:50:44.204';-0.44;-0.015
'2:50:44.208';-0.455;-0.07
'2:50:44.212';-0.455;-0.12
'2:50:44.216';-0.405;-0.135
'2:50:44.220';-0.395;-0.105
'2:50:44.224';-0.445;-0.15
'2:50:44.228';-0.485;-0.195
'2:50:44.232';-0.435;-0.22
'2:50:44.236';-0.435;-0.16
'2:50:44.240';-0.49;-0.235
'2:50:44.244';-0.525;-0.305
'2:50:44.248';-0.51;-0.315
'2:50:44.252';-0.485;-0.27
'2:50:44.256';-0.5;-0.255
'2:50:44.260';-0.545;-0.335
'2:50:44.264';-0.5;-0.32
'2:50:44.268';-0.465;-0.315
'2:50:44.272';-0.495;-0.26
'2:50:44.276';-0.525;-0.32
'2:50:44.280';-0.475;-0.295
'2:50:44.284';-0.445;-0.26
'2:50:44.288';-0.48;-0.24
'2:50:44.292';-0.495;-0.295
'2:50:44.296';-0.51;-0.28
'2:50:44.300';-0.44;-0.225
'2:50:44.304';-0.45;-0.215
'2:50:44.308';-0.485;-0.25
'2:50:44.312';-0.46;-0.235
'2:50:44.316';-0.45;-0.13
'2:50:44.320';-0.44;0.025
'2:50:44.324';-0.45;0.04
'2:50:44.328';-0.355;0.015
'2:50:44.332';-0.16;-0.05
'2:50:44.336';-0.025;-0.135
'2:50:44.340';0.03;-0.165
'2:50:44.344';0.115;-0.075
'2:50:44.348';0.285;0.05
'2:50:44.352';0.22;0.17
'2:50:44.356';-0.2;0.37
'2:50:44.360';-0.725;0.585
'2:50:44.364';-0.94;0.855
'2:50:44.368';-0.905;1.1
'2:50:44.372';-0.93;1.275
'2:50:44.376';-1.01;1.435
'2:50:44.380';-1.035;1.455
'2:50:44.384';-0.995;1.345
'2:50:44.388';-0.87;1.45
'2:50:44.392';-0.695;1.975
'2:50:44.396';-0.525;2.855
'2:50:44.400';-0.46;3.39
'2:50:44.404';-0.48;2.98
'2:50:44.408';-0.545;2.525
'2:50:44.412';-0.52;2
'2:50:44.416';-0.425;1.22
'2:50:44.420';-0.45;0.22
'2:50:44.424';-0.445;-0.435
'2:50:44.428';-0.335;-0.51
'2:50:44.432';-0.325;-0.315
'2:50:44.436';-0.375;-0.225
'2:50:44.440';-0.415;-0.32
'2:50:44.444';-0.39;-0.365
'2:50:44.448';-0.37;-0.405
'2:50:44.452';-0.375;-0.465
'2:50:44.456';-0.405;-0.5
'2:50:44.460';-0.405;-0.545
'2:50:44.464';-0.33;-0.545
'2:50:44.468';-0.36;-0.52
'2:50:44.472';-0.36;-0.575
'2:50:44.476';-0.32;-0.66
'2:50:44.480';-0.255;-0.62
'2:50:44.484';-0.22;-0.63
'2:50:44.488';-0.275;-0.675
'2:50:44.492';-0.28;-0.76
'2:50:44.496';-0.175;-0.74
'2:50:44.500';-0.19;-0.725
'2:50:44.504';-0.195;-0.785
'2:50:44.508';-0.195;-0.81
'2:50:44.512';-0.14;-0.83
'2:50:44.516';-0.145;-0.88
'2:50:44.520';-0.155;-0.94
'2:50:44.524';-0.185;-0.955
'2:50:44.528';-0.13;-0.995
'2:50:44.532';-0.08;-1.01
'2:50:44.536';-0.1;-1.065
'2:50:44.540';-0.11;-1.13
'2:50:44.544';-0.025;-1.14
'2:50:44.548';-0.015;-1.14
'2:50:44.552';-0.055;-1.205
'2:50:44.556';-0.025;-1.26
'2:50:44.560';0.005;-1.285
'2:50:44.564';0.01;-1.295
'2:50:44.568';-0.03;-1.3
'2:50:44.572';-0.08;-1.36
'2:50:44.576';-0.045;-1.34
'2:50:44.580';-0.045;-1.32
'2:50:44.584';-0.115;-1.35
'2:50:44.588';-0.15;-1.38
'2:50:44.592';-0.165;-1.37
'2:50:44.596';-0.21;-1.28
'2:50:44.600';-0.26;-1.255
'2:50:44.604';-0.3;-1.205
'2:50:44.608';-0.3;-1.205
'2:50:44.612';-0.305;-1.07
'2:50:44.616';-0.375;-1.035
'2:50:44.620';-0.405;-0.985
'2:50:44.624';-0.41;-0.94
'2:50:44.628';-0.38;-0.8
'2:50:44.632';-0.425;-0.73
'2:50:44.636';-0.48;-0.705
'2:50:44.640';-0.47;-0.605
'2:50:44.644';-0.44;-0.5
'2:50:44.648';-0.465;-0.42
