'Elapsed time';'ECG1';'ECG2'
'3:10:31.004';-0.3;0.97
'3:10:31.008';-0.215;1.05
'3:10:31.012';-0.15;1.01
'3:10:31.016';-0.205;1.01
'3:10:31.020';-0.335;1.015
'3:10:31.024';-0.285;1.035
'3:10:31.028';-0.23;0.995
'3:10:31.032';-0.29;0.955
'3:10:31.036';-0.4;0.935
'3:10:31.040';-0.41;0.905
'3:10:31.044';-0.305;0.84
'3:10:31.048';-0.345;0.775
'3:10:31.052';-0.455;0.68
'3:10:31.056';-0.43;0.665
'3:10:31.060';-0.35;0.56
'3:10:31.064';-0.385;0.45
'3:10:31.068';-0.465;0.4
'3:10:31.072';-0.43;0.36
'3:10:31.076';-0.345;0.385
'3:10:31.080';-0.37;0.325
'3:10:31.084';-0.44;0.255
'3:10:31.088';-0.455;0.235
'3:10:31.092';-0.35;0.175
'3:10:31.096';-0.33;0.145
'3:10:31.100';-0.42;0.12
'3:10:31.104';-0.455;0.145
'3:10:31.108';-0.39;0.13
'3:10:31.112';-0.365;0.12
'3:10:31.116';-0.47;0.055
'3:10:31.120';-0.52;0.095
'3:10:31.124';-0.435;0.115
'3:10:31.128';-0.365;0.1
'3:10:31.132';-0.445;0.04
'3:10:31.136';-0.5;0.045
'3:10:31.140';-0.405;0.025
'3:10:31.144';-0.345;0.03
'3:10:31.148';-0.44;0.01
'3:10:31.152';-0.525;0.02
'3:10:31.156';-0.475;0.005
'3:10:31.160';-0.38;0.035
'3:10:31.164';-0.45;-0.01
'3:10:31.168';-0.53;0
'3:10:31.172';-0.48;0.02
'3:10:31.176';-0.405;0
'3:10:31.180';-0.445;-0.04
'3:10:31.184';-0.55;-0.075
'3:10:31.188';-0.52;-0.03
'3:10:31.192';-0.445;-0.04
'3:10:31.196';-0.475;-0.06
'3:10:31.200';-0.595;-0.12
'3:10:31.204';-0.55;-0.13
'3:10:31.208';-0.47;-0.15
'3:10:31.212';-0.5;-0.16
'3:10:31.216';-0.615;-0.18
'3:10:31.220';-0.59;-0.135
'3:10:31.224';-0.51;-0.145
'3:10:31.228';-0.465;-0.145
'3:10:31.232';-0.565;-0.18
'3:10:31.236';-0.58;-0.17
'3:10:31.240';-0.515;-0.165
'3:10:31.244';-0.51;-0.17
'3:10:31.248';-0.58;-0.155
'3:10:31.252';-0.56;-0.14
'3:10:31.256';-0.48;-0.12
'3:10:31.260';-0.41;-0.13
'3:10:31.264';-0.53;-0.145
'3:10:31.268';-0.545;-0.16
'3:10:31.272';-0.46;-0.18
'3:10:31.276';-0.405;-0.185
'3:10:31.280';-0.495;-0.14
'3:10:31.284';-0.56;-0.16
'3:10:31.288';-0.475;-0.145
'3:10:31.292';-0.435;-0.135
'3:10:31.296';-0.49;-0.19
'3:10:31.300';-0.57;-0.155
'3:10:31.304';-0.52;-0.16
'3:10:31.308';-0.435;-0.12
'3:10:31.312';-0.495;-0.175
'3:10:31.316';-0.54;-0.175
'3:10:31.320';-0.5;-0.185
'3:10:31.324';-0.42;-0.205
'3:10:31.328';-0.48;-0.235
'3:10:31.332';-0.56;-0.22
'3:10:31.336';-0.495;-0.215
'3:10:31.340';-0.405;-0.19
'3:10:31.344';-0.455;-0.22
'3:10:31.348';-0.55;-0.23
'3:10:31.352';-0.48;-0.22
'3:10:31.356';-0.425;-0.24
'3:10:31.360';-0.505;-0.245
'3:10:31.364';-0.605;-0.235
'3:10:31.368';-0.525;-0.205
'3:10:31.372';-0.435;-0.205
'3:10:31.376';-0.47;-0.24
'3:10:31.380';-0.565;-0.23
'3:10:31.384';-0.55;-0.225
'3:10:31.388';-0.455;-0.25
'3:10:31.392';-0.53;-0.235
'3:10:31.396';-0.63;-0.26
'3:10:31.400';-0.6;-0.255
'3:10:31.404';-0.54;-0.24
'3:10:31.408';-0.5;-0.28
'3:10:31.412';-0.59;-0.33
'3:10:31.416';-0.59;-0.31
'3:10:31.420';-0.48;-0.33
'3:10:31.424';-0.46;-0.355
'3:10:31.428';-0.57;-0.385
'3:10:31.432';-0.565;-0.375
'3:10:31.436';-0.465;-0.32
'3:10:31.440';-0.36;-0.32
'3:10:31.444';-0.22;-0.28
'3:10:31.448';0.03;-0.245
'3:10:31.452';0.485;-0.06
'3:10:31.456';0.925;0.115
'3:10:31.460';1.24;0.205
'3:10:31.464';1.36;0.31
'3:10:31.468';1.15;0.525
'3:10:31.472';0.58;0.6
'3:10:31.476';-0.135;0.18
'3:10:31.480';-0.695;-0.46
'3:10:31.484';-0.9;-1.025
'3:10:31.488';-0.94;-1.465
'3:10:31.492';-1.01;-1.985
'3:10:31.496';-1.045;-2.42
'3:10:31.500';-0.865;-2.65
'3:10:31.504';-0.625;-2.52
'3:10:31.508';-0.56;-2.165
'3:10:31.512';-0.64;-1.655
'3:10:31.516';-0.56;-1.185
'3:10:31.520';-0.49;-0.845
'3:10:31.524';-0.56;-0.575
'3:10:31.528';-0.645;-0.42
'3:10:31.532';-0.635;-0.35
'3:10:31.536';-0.525;-0.315
'3:10:31.540';-0.525;-0.34
'3:10:31.544';-0.58;-0.33
'3:10:31.548';-0.57;-0.31
'3:10:31.552';-0.5;-0.31
'3:10:31.556';-0.515;-0.32
'3:10:31.560';-0.625;-0.315
'3:10:31.564';-0.61;-0.27
'3:10:31.568';-0.53;-0.26
'3:10:31.572';-0.52;-0.26
'3:10:31.576';-0.62;-0.225
'3:10:31.580';-0.605;-0.215
'3:10:31.584';-0.515;-0.245
'3:10:31.588';-0.495;-0.305
'3:10:31.592';-0.565;-0.255
'3:10:31.596';-0.57;-0.195
'3:10:31.600';-0.48;-0.19
'3:10:31.604';-0.44;-0.205
'3:10:31.608';-0.53;-0.195
'3:10:31.612';-0.525;-0.19
'3:10:31.616';-0.46;-0.145
'3:10:31.620';-0.415;-0.15
'3:10:31.624';-0.45;-0.145
'3:10:31.628';-0.44;-0.12
'3:10:31.632';-0.35;-0.1
'3:10:31.636';-0.225;-0.06
'3:10:31.640';-0.3;-0.04
'3:10:31.644';-0.37;-0.025
'3:10:31.648';-0.3;0.045
'3:10:31.652';-0.26;0.05
'3:10:31.656';-0.26;0.085
'3:10:31.660';-0.23;0.11
'3:10:31.664';-0.15;0.135
'3:10:31.668';-0.035;0.14
'3:10:31.672';-0.07;0.135
'3:10:31.676';-0.095;0.175
'3:10:31.680';-0.055;0.175
'3:10:31.684';0;0.25
'3:10:31.688';0.005;0.24
'3:10:31.692';-0.03;0.205
'3:10:31.696';0.01;0.285
'3:10:31.700';0.085;0.295
'3:10:31.704';0.07;0.28
'3:10:31.708';0;0.3
'3:10:31.712';-0.02;0.295
'3:10:31.716';0.055;0.285
'3:10:31.720';0.01;0.305
'3:10:31.724';-0.07;0.235
'3:10:31.728';-0.085;0.24
'3:10:31.732';-0.055;0.255
'3:10:31.736';-0.085;0.185
'3:10:31.740';-0.18;0.16
'3:10:31.744';-0.25;0.155
'3:10:31.748';-0.22;0.13
'3:10:31.752';-0.26;0.1
'3:10:31.756';-0.33;0.04
'3:10:31.760';-0.36;0.01
'3:10:31.764';-0.345;-0.03
'3:10:31.768';-0.31;-0.05
'3:10:31.772';-0.365;-0.085
'3:10:31.776';-0.4;-0.105
'3:10:31.780';-0.365;-0.11
'3:10:31.784';-0.31;-0.125
'3:10:31.788';-0.42;-0.14
'3:10:31.792';-0.485;-0.145
'3:10:31.796';-0.475;-0.115
'3:10:31.800';-0.425;-0.135
'3:10:31.804';-0.435;-0.195
'3:10:31.808';-0.45;-0.195
'3:10:31.812';-0.455;-0.195
'3:10:31.816';-0.445;-0.235
'3:10:31.820';-0.48;-0.285
'3:10:31.824';-0.46;-0.29
'3:10:31.828';-0.42;-0.295
'3:10:31.832';-0.375;-0.32
'3:10:31.836';-0.405;-0.315
'3:10:31.840';-0.455;-0.325
'3:10:31.844';-0.425;-0.32
'3:10:31.848';-0.395;-0.315
'3:10:31.852';-0.425;-0.295
'3:10:31.856';-0.495;-0.31
'3:10:31.860';-0.54;-0.31
'3:10:31.864';-0.47;-0.28
'3:10:31.868';-0.49;-0.285
'3:10:31.872';-0.54;-0.285
'3:10:31.876';-0.52;-0.29
'3:10:31.880';-0.465;-0.29
'3:10:31.884';-0.48;-0.26
'3:10:31.888';-0.55;-0.255
'3:10:31.892';-0.555;-0.245
'3:10:31.896';-0.525;-0.26
'3:10:31.900';-0.515;-0.29
'3:10:31.904';-0.535;-0.285
'3:10:31.908';-0.53;-0.335
'3:10:31.912';-0.495;-0.33
'3:10:31.916';-0.53;-0.38
'3:10:31.920';-0.6;-0.385
'3:10:31.924';-0.57;-0.455
'3:10:31.928';-0.56;-0.525
'3:10:31.932';-0.5;-0.56
'3:10:31.936';-0.545;-0.575
'3:10:31.940';-0.54;-0.6
'3:10:31.944';-0.515;-0.615
'3:10:31.948';-0.495;-0.61
'3:10:31.952';-0.55;-0.65
'3:10:31.956';-0.58;-0.685
'3:10:31.960';-0.55;-0.65
'3:10:31.964';-0.385;-0.61
'3:10:31.968';-0.145;-0.625
'3:10:31.972';0.25;-0.53
'3:10:31.976';0.74;-0.4
'3:10:31.980';1.205;-0.24
'3:10:31.984';1.55;-0.07
'3:10:31.988';1.63;0.165
'3:10:31.992';1.28;0.37
'3:10:31.996';0.52;0.135
'3:10:32.000';-0.3;-0.5
'3:10:32.004';-0.8;-1.305
'3:10:32.008';-0.95;-1.9
'3:10:32.012';-0.98;-2.4
'3:10:32.016';-0.94;-2.83
'3:10:32.020';-0.855;-3.14
'3:10:32.024';-0.7;-3.16
'3:10:32.028';-0.605;-2.88
'3:10:32.032';-0.56;-2.335
'3:10:32.036';-0.59;-1.79
'3:10:32.040';-0.565;-1.355
'3:10:32.044';-0.55;-1.06
'3:10:32.048';-0.51;-0.935
'3:10:32.052';-0.56;-0.835
'3:10:32.056';-0.545;-0.825
'3:10:32.060';-0.54;-0.74
'3:10:32.064';-0.53;-0.755
'3:10:32.068';-0.54;-0.755
'3:10:32.072';-0.545;-0.765
'3:10:32.076';-0.505;-0.795
'3:10:32.080';-0.525;-0.8
'3:10:32.084';-0.55;-0.77
'3:10:32.088';-0.55;-0.805
'3:10:32.092';-0.48;-0.775
'3:10:32.096';-0.495;-0.77
'3:10:32.100';-0.53;-0.75
'3:10:32.104';-0.555;-0.775
'3:10:32.108';-0.51;-0.77
'3:10:32.112';-0.505;-0.75
'3:10:32.116';-0.535;-0.735
'3:10:32.120';-0.51;-0.755
'3:10:32.124';-0.435;-0.73
'3:10:32.128';-0.39;-0.67
'3:10:32.132';-0.425;-0.625
'3:10:32.136';-0.43;-0.605
'3:10:32.140';-0.44;-0.63
'3:10:32.144';-0.41;-0.59
'3:10:32.148';-0.43;-0.54
'3:10:32.152';-0.385;-0.49
'3:10:32.156';-0.395;-0.465
'3:10:32.160';-0.345;-0.435
'3:10:32.164';-0.39;-0.4
'3:10:32.168';-0.425;-0.435
'3:10:32.172';-0.45;-0.405
'3:10:32.176';-0.415;-0.39
'3:10:32.180';-0.41;-0.33
'3:10:32.184';-0.42;-0.325
'3:10:32.188';-0.38;-0.38
'3:10:32.192';-0.35;-0.395
'3:10:32.196';-0.38;-0.355
'3:10:32.200';-0.34;-0.35
'3:10:32.204';-0.32;-0.355
'3:10:32.208';-0.22;-0.36
'3:10:32.212';-0.235;-0.31
'3:10:32.216';-0.325;-0.285
'3:10:32.220';-0.35;-0.3
'3:10:32.224';-0.33;-0.3
'3:10:32.228';-0.355;-0.265
'3:10:32.232';-0.415;-0.275
'3:10:32.236';-0.425;-0.3
'3:10:32.240';-0.39;-0.35
'3:10:32.244';-0.405;-0.32
'3:10:32.248';-0.495;-0.36
'3:10:32.252';-0.515;-0.455
'3:10:32.256';-0.52;-0.51
'3:10:32.260';-0.515;-0.525
'3:10:32.264';-0.565;-0.53
'3:10:32.268';-0.585;-0.555
'3:10:32.272';-0.585;-0.59
'3:10:32.276';-0.58;-0.6
'3:10:32.280';-0.62;-0.64
'3:10:32.284';-0.645;-0.66
'3:10:32.288';-0.65;-0.685
'3:10:32.292';-0.615;-0.725
'3:10:32.296';-0.635;-0.725
'3:10:32.300';-0.655;-0.75
'3:10:32.304';-0.645;-0.765
'3:10:32.308';-0.595;-0.755
'3:10:32.312';-0.63;-0.735
'3:10:32.316';-0.635;-0.71
'3:10:32.320';-0.6;-0.735
'3:10:32.324';-0.57;-0.715
'3:10:32.328';-0.57;-0.685
'3:10:32.332';-0.585;-0.7
'3:10:32.336';-0.62;-0.755
'3:10:32.340';-0.615;-0.77
'3:10:32.344';-0.665;-0.74
'3:10:32.348';-0.685;-0.705
'3:10:32.352';-0.625;-0.735
'3:10:32.356';-0.585;-0.715
'3:10:32.360';-0.64;-0.715
'3:10:32.364';-0.675;-0.71
'3:10:32.368';-0.67;-0.745
'3:10:32.372';-0.65;-0.765
'3:10:32.376';-0.685;-0.745
'3:10:32.380';-0.705;-0.73
'3:10:32.384';-0.705;-0.77
'3:10:32.388';-0.64;-0.78
'3:10:32.392';-0.65;-0.725
'3:10:32.396';-0.695;-0.69
'3:10:32.400';-0.73;-0.725
'3:10:32.404';-0.725;-0.72
'3:10:32.408';-0.73;-0.765
'3:10:32.412';-0.74;-0.72
'3:10:32.416';-0.695;-0.72
'3:10:32.420';-0.665;-0.785
'3:10:32.424';-0.665;-0.755
'3:10:32.428';-0.705;-0.72
'3:10:32.432';-0.69;-0.74
'3:10:32.436';-0.675;-0.775
'3:10:32.440';-0.66;-0.755
'3:10:32.444';-0.69;-0.69
'3:10:32.448';-0.705;-0.68
'3:10:32.452';-0.67;-0.72
'3:10:32.456';-0.65;-0.71
'3:10:32.460';-0.705;-0.7
'3:10:32.464';-0.745;-0.71
'3:10:32.468';-0.725;-0.74
'3:10:32.472';-0.68;-0.68
'3:10:32.476';-0.72;-0.685
'3:10:32.480';-0.705;-0.735
'3:10:32.484';-0.64;-0.735
'3:10:32.488';-0.6;-0.755
'3:10:32.492';-0.605;-0.72
'3:10:32.496';-0.61;-0.685
'3:10:32.500';-0.595;-0.72
'3:10:32.504';-0.53;-0.725
'3:10:32.508';-0.56;-0.7
'3:10:32.512';-0.63;-0.685
'3:10:32.516';-0.62;-0.705
'3:10:32.520';-0.585;-0.71
'3:10:32.524';-0.635;-0.7
'3:10:32.528';-0.695;-0.67
'3:10:32.532';-0.71;-0.69
'3:10:32.536';-0.665;-0.71
'3:10:32.540';-0.655;-0.705
'3:10:32.544';-0.71;-0.66
'3:10:32.548';-0.72;-0.67
'3:10:32.552';-0.695;-0.745
'3:10:32.556';-0.745;-0.69
'3:10:32.560';-0.785;-0.685
'3:10:32.564';-0.775;-0.665
'3:10:32.568';-0.74;-0.735
'3:10:32.572';-0.755;-0.715
'3:10:32.576';-0.745;-0.695
'3:10:32.580';-0.77;-0.67
'3:10:32.584';-0.755;-0.72
'3:10:32.588';-0.72;-0.7
'3:10:32.592';-0.705;-0.665
'3:10:32.596';-0.66;-0.65
'3:10:32.600';-0.605;-0.705
'3:10:32.604';-0.545;-0.73
'3:10:32.608';-0.565;-0.7
'3:10:32.612';-0.6;-0.705
'3:10:32.616';-0.58;-0.7
'3:10:32.620';-0.585;-0.76
'3:10:32.624';-0.625;-0.695
'3:10:32.628';-0.63;-0.675
'3:10:32.632';-0.555;-0.69
'3:10:32.636';-0.5;-0.705
'3:10:32.640';-0.59;-0.695
'3:10:32.644';-0.62;-0.68
'3:10:32.648';-0.585;-0.7
'3:10:32.652';-0.555;-0.68
'3:10:32.656';-0.575;-0.63
'3:10:32.660';-0.585;-0.64
'3:10:32.664';-0.505;-0.64
'3:10:32.668';-0.47;-0.685
'3:10:32.672';-0.53;-0.63
'3:10:32.676';-0.58;-0.545
'3:10:32.680';-0.58;-0.525
'3:10:32.684';-0.51;-0.565
'3:10:32.688';-0.53;-0.6
'3:10:32.692';-0.58;-0.56
'3:10:32.696';-0.55;-0.565
'3:10:32.700';-0.315;-0.57
'3:10:32.704';-0.06;-0.505
'3:10:32.708';0.265;-0.35
'3:10:32.712';0.7;-0.175
'3:10:32.716';1.16;-0.105
'3:10:32.720';1.43;-0.035
'3:10:32.724';1.365;0.14
'3:10:32.728';0.905;0.09
'3:10:32.732';0.265;-0.48
'3:10:32.736';-0.41;-1.235
'3:10:32.740';-0.875;-1.865
'3:10:32.744';-1.06;-2.425
'3:10:32.748';-0.97;-2.865
'3:10:32.752';-0.83;-3.12
'3:10:32.756';-0.765;-3.16
'3:10:32.760';-0.73;-3.01
'3:10:32.764';-0.605;-2.445
'3:10:32.768';-0.57;-1.76
'3:10:32.772';-0.615;-1.155
'3:10:32.776';-0.605;-0.725
'3:10:32.780';-0.54;-0.535
'3:10:32.784';-0.55;-0.535
'3:10:32.788';-0.59;-0.48
'3:10:32.792';-0.615;-0.44
'3:10:32.796';-0.495;-0.45
'3:10:32.800';-0.43;-0.545
'3:10:32.804';-0.43;-0.56
'3:10:32.808';-0.45;-0.495
'3:10:32.812';-0.415;-0.41
'3:10:32.816';-0.365;-0.39
'3:10:32.820';-0.4;-0.405
'3:10:32.824';-0.445;-0.44
'3:10:32.828';-0.445;-0.485
'3:10:32.832';-0.37;-0.475
'3:10:32.836';-0.375;-0.385
'3:10:32.840';-0.41;-0.38
'3:10:32.844';-0.42;-0.315
'3:10:32.848';-0.355;-0.28
'3:10:32.852';-0.33;-0.15
'3:10:32.856';-0.35;0.03
'3:10:32.860';-0.315;0.23
'3:10:32.864';-0.265;0.225
'3:10:32.868';-0.295;0.165
'3:10:32.872';-0.355;-0.05
'3:10:32.876';-0.345;-0.18
'3:10:32.880';-0.255;-0.105
'3:10:32.884';-0.205;0.215
'3:10:32.888';-0.22;0.565
'3:10:32.892';-0.225;0.665
'3:10:32.896';-0.14;0.51
'3:10:32.900';-0.08;0.225
'3:10:32.904';-0.085;-0.08
'3:10:32.908';-0.075;-0.285
'3:10:32.912';-0.01;-0.355
'3:10:32.916';0.07;-0.195
'3:10:32.920';0.11;0.01
'3:10:32.924';0.075;0.15
'3:10:32.928';0.105;0.19
'3:10:32.932';0.075;0.16
'3:10:32.936';0.07;0.255
'3:10:32.940';0.065;0.33
'3:10:32.944';0.135;0.365
'3:10:32.948';0.185;0.415
'3:10:32.952';0.195;0.48
'3:10:32.956';0.2;0.425
'3:10:32.960';0.23;0.355
'3:10:32.964';0.27;0.435
'3:10:32.968';0.26;0.625
'3:10:32.972';0.175;0.84
'3:10:32.976';0.185;0.98
'3:10:32.980';0.195;1.075
'3:10:32.984';0.175;1.085
'3:10:32.988';0.155;0.995
'3:10:32.992';0.145;0.735
'3:10:32.996';0.13;0.225
'3:10:33.000';0.1;-0.185
'3:10:33.004';0.045;-0.35
'3:10:33.008';-0.01;-0.325
'3:10:33.012';0.035;-0.245
'3:10:33.016';0.055;-0.185
'3:10:33.020';0.025;-0.135
'3:10:33.024';0;-0.095
'3:10:33.028';0.065;-0.16
'3:10:33.032';0.085;-0.14
'3:10:33.036';0.11;-0.15
'3:10:33.040';0.075;-0.125
'3:10:33.044';0.12;-0.03
'3:10:33.048';0.095;0.105
'3:10:33.052';0.015;0.145
'3:10:33.056';-0.01;-0.055
'3:10:33.060';0;-0.34
'3:10:33.064';0.06;-0.39
'3:10:33.068';0.02;-0.19
'3:10:33.072';-0.03;0
'3:10:33.076';-0.015;-0.03
'3:10:33.080';-0.005;-0.28
'3:10:33.084';-0.01;-0.375
'3:10:33.088';-0.095;-0.315
'3:10:33.092';-0.115;-0.225
'3:10:33.096';-0.11;-0.41
'3:10:33.100';-0.125;-0.625
'3:10:33.104';-0.195;-0.655
'3:10:33.108';-0.16;-0.51
'3:10:33.112';-0.16;-0.45
'3:10:33.116';-0.155;-0.56
'3:10:33.120';-0.185;-0.695
'3:10:33.124';-0.17;-0.73
'3:10:33.128';-0.115;-0.695
'3:10:33.132';-0.11;-0.64
'3:10:33.136';-0.16;-0.545
'3:10:33.140';-0.175;-0.405
'3:10:33.144';-0.18;-0.28
'3:10:33.148';-0.135;-0.295
'3:10:33.152';-0.18;-0.48
'3:10:33.156';-0.165;-0.75
'3:10:33.160';-0.16;-0.945
'3:10:33.164';-0.14;-0.85
'3:10:33.168';-0.185;-0.72
'3:10:33.172';-0.22;-0.545
'3:10:33.176';-0.2;-0.38
'3:10:33.180';-0.12;-0.24
'3:10:33.184';-0.12;-0.405
'3:10:33.188';-0.145;-0.77
'3:10:33.192';-0.1;-1.01
'3:10:33.196';-0.07;-0.81
'3:10:33.200';-0.12;-0.51
'3:10:33.204';-0.13;-0.33
'3:10:33.208';-0.075;-0.48
'3:10:33.212';-0.05;-0.79
'3:10:33.216';-0.06;-0.975
'3:10:33.220';-0.105;-0.955
'3:10:33.224';-0.055;-0.905
'3:10:33.228';-0.06;-0.84
'3:10:33.232';-0.06;-0.725
'3:10:33.236';-0.095;-0.705
'3:10:33.240';-0.09;-0.73
'3:10:33.244';-0.09;-0.775
'3:10:33.248';-0.1;-0.765
'3:10:33.252';-0.115;-0.745
'3:10:33.256';-0.125;-0.73
'3:10:33.260';-0.105;-0.755
'3:10:33.264';-0.09;-0.705
'3:10:33.268';-0.115;-0.72
'3:10:33.272';-0.155;-0.76
'3:10:33.276';-0.145;-0.785
'3:10:33.280';-0.14;-0.735
'3:10:33.284';-0.185;-0.695
'3:10:33.288';-0.22;-0.705
'3:10:33.292';-0.185;-0.69
'3:10:33.296';-0.175;-0.67
'3:10:33.300';-0.19;-0.64
'3:10:33.304';-0.125;-0.705
'3:10:33.308';-0.07;-0.685
'3:10:33.312';-0.01;-0.675
'3:10:33.316';-0.06;-0.6
'3:10:33.320';-0.095;-0.51
'3:10:33.324';-0.085;-0.505
'3:10:33.328';-0.055;-0.38
'3:10:33.332';-0.06;-0.29
'3:10:33.336';-0.085;-0.485
'3:10:33.340';-0.08;-0.81
'3:10:33.344';-0.04;-0.88
'3:10:33.348';-0.06;-0.82
'3:10:33.352';-0.07;-0.76
'3:10:33.356';-0.085;-0.745
'3:10:33.360';-0.085;-0.67
'3:10:33.364';-0.11;-0.57
'3:10:33.368';-0.13;-0.55
'3:10:33.372';-0.095;-0.72
'3:10:33.376';-0.06;-0.855
'3:10:33.380';-0.045;-0.85
'3:10:33.384';-0.07;-0.79
'3:10:33.388';-0.09;-0.76
'3:10:33.392';-0.07;-0.695
'3:10:33.396';-0.055;-0.595
'3:10:33.400';-0.07;-0.535
'3:10:33.404';-0.085;-0.68
'3:10:33.408';-0.07;-0.745
'3:10:33.412';-0.095;-0.705
'3:10:33.416';-0.125;-0.65
'3:10:33.420';-0.135;-0.67
'3:10:33.424';-0.125;-0.685
'3:10:33.428';-0.15;-0.665
'3:10:33.432';-0.195;-0.63
'3:10:33.436';-0.25;-0.59
'3:10:33.440';-0.215;-0.52
'3:10:33.444';-0.12;-0.505
'3:10:33.448';0.08;-0.6
'3:10:33.452';0.34;-0.58
'3:10:33.456';0.735;-0.355
'3:10:33.460';1.105;-0.12
'3:10:33.464';1.455;-0.1
'3:10:33.468';1.68;-0.16
'3:10:33.472';1.59;-0.2
'3:10:33.476';1.08;-0.435
'3:10:33.480';0.335;-0.93
'3:10:33.484';-0.265;-1.475
'3:10:33.488';-0.585;-1.965
'3:10:33.492';-0.6;-2.37
'3:10:33.496';-0.51;-2.71
'3:10:33.500';-0.39;-2.955
'3:10:33.504';-0.275;-3.085
'3:10:33.508';-0.175;-2.835
'3:10:33.512';-0.135;-2.21
'3:10:33.516';-0.115;-1.625
'3:10:33.520';-0.15;-1.245
'3:10:33.524';-0.14;-0.985
'3:10:33.528';-0.175;-0.77
'3:10:33.532';-0.22;-0.67
'3:10:33.536';-0.19;-0.605
'3:10:33.540';-0.16;-0.605
'3:10:33.544';-0.175;-0.64
'3:10:33.548';-0.185;-0.58
'3:10:33.552';-0.18;-0.395
'3:10:33.556';-0.12;-0.22
'3:10:33.560';-0.095;-0.15
'3:10:33.564';-0.13;-0.41
'3:10:33.568';-0.12;-0.755
'3:10:33.572';-0.095;-0.9
'3:10:33.576';-0.09;-0.715
'3:10:33.580';-0.155;-0.51
'3:10:33.584';-0.17;-0.445
'3:10:33.588';-0.14;-0.435
'3:10:33.592';-0.09;-0.45
'3:10:33.596';-0.095;-0.465
'3:10:33.600';-0.075;-0.495
'3:10:33.604';-0.045;-0.445
'3:10:33.608';-0.015;-0.415
'3:10:33.612';0;-0.32
'3:10:33.616';-0.055;-0.34
'3:10:33.620';-0.04;-0.34
'3:10:33.624';0.03;-0.3
'3:10:33.628';0.015;-0.19
'3:10:33.632';0.03;-0.205
'3:10:33.636';0.075;-0.25
'3:10:33.640';0.135;-0.17
'3:10:33.644';0.135;-0.13
'3:10:33.648';0.115;-0.09
'3:10:33.652';0.125;-0.065
'3:10:33.656';0.18;-0.055
'3:10:33.660';0.22;0.035
'3:10:33.664';0.21;0.04
'3:10:33.668';0.235;0.04
'3:10:33.672';0.26;0.045
'3:10:33.676';0.28;0.05
'3:10:33.680';0.325;0.115
'3:10:33.684';0.335;0.085
'3:10:33.688';0.35;0.105
'3:10:33.692';0.355;0.16
'3:10:33.696';0.325;0.22
'3:10:33.700';0.33;0.195
'3:10:33.704';0.355;0.18
'3:10:33.708';0.35;0.2
'3:10:33.712';0.305;0.24
'3:10:33.716';0.275;0.205
'3:10:33.720';0.3;0.18
'3:10:33.724';0.34;0.235
'3:10:33.728';0.295;0.25
'3:10:33.732';0.265;0.175
'3:10:33.736';0.265;0.165
'3:10:33.740';0.22;0.14
'3:10:33.744';0.15;0.145
'3:10:33.748';0.065;0.13
'3:10:33.752';0.075;0.05
'3:10:33.756';0.06;0.025
'3:10:33.760';0.015;0.07
'3:10:33.764';-0.03;0.17
'3:10:33.768';-0.035;0.06
'3:10:33.772';-0.015;-0.12
'3:10:33.776';-0.045;-0.165
'3:10:33.780';-0.085;-0.17
'3:10:33.784';-0.115;-0.17
'3:10:33.788';-0.105;-0.175
'3:10:33.792';-0.065;-0.155
'3:10:33.796';-0.11;-0.125
'3:10:33.800';-0.11;-0.175
'3:10:33.804';-0.1;-0.2
'3:10:33.808';-0.08;-0.155
'3:10:33.812';-0.105;-0.155
'3:10:33.816';-0.115;-0.135
'3:10:33.820';-0.055;-0.16
'3:10:33.824';-0.015;-0.14
'3:10:33.828';-0.03;-0.11
'3:10:33.832';-0.105;-0.08
'3:10:33.836';-0.075;-0.125
'3:10:33.840';-0.055;-0.1
'3:10:33.844';-0.025;-0.02
'3:10:33.848';-0.08;-0.005
'3:10:33.852';-0.05;-0.07
'3:10:33.856';-0.025;-0.08
'3:10:33.860';-0.05;-0.06
'3:10:33.864';-0.095;-0.06
'3:10:33.868';-0.125;-0.08
'3:10:33.872';-0.08;-0.065
'3:10:33.876';-0.065;0
'3:10:33.880';-0.1;0.01
'3:10:33.884';-0.115;0.025
'3:10:33.888';-0.115;0.08
'3:10:33.892';-0.13;0.095
'3:10:33.896';0.005;0.095
'3:10:33.900';0.325;0.175
'3:10:33.904';0.785;0.42
'3:10:33.908';1.24;0.68
'3:10:33.912';1.58;0.69
'3:10:33.916';1.85;0.66
'3:10:33.920';1.785;0.77
'3:10:33.924';1.275;0.615
'3:10:33.928';0.495;0.04
'3:10:33.932';-0.09;-0.72
'3:10:33.936';-0.285;-1.39
'3:10:33.940';-0.28;-1.905
'3:10:33.944';-0.195;-2.21
'3:10:33.948';-0.1;-2.325
'3:10:33.952';-0.015;-2.275
'3:10:33.956';0.005;-1.81
'3:10:33.960';-0.035;-0.885
'3:10:33.964';-0.125;-0.05
'3:10:33.968';-0.19;0.16
'3:10:33.972';-0.195;0.13
'3:10:33.976';-0.195;0.395
'3:10:33.980';-0.21;0.955
'3:10:33.984';-0.145;1.205
'3:10:33.988';-0.135;0.85
'3:10:33.992';-0.165;0.115
'3:10:33.996';-0.18;-0.48
'3:10:34.000';-0.19;-0.69
'3:10:34.004';-0.18;-0.385
